ts,trade_id,symbol,RangeA_ATR,BodyA_ATR,RangeB_ATR,BodyB_ATR,WickB_Ratio,SumOppBody5_ATR,RangeExpansion,TimeoutProgress,TouchNextBarFVG,is_extremum_forecast,rr_ext,has_open_fvg_in_range,DistanceToExt_ATR,SumOpp_from_Ext_ATR,SumOpp_from_Ext_N_ATR,SumOpp_from_Ext_over_Dist,fc_beyond_bar,fc_count_upto_bar,ATR_regime_ratio,Session_Asian,Session_London,Session_NY,is_London_open,is_NY_open,open_order_ticket,is_profitable,profit
2020.05.21 17:00:00,236,EURUSD.TDS,1.882658,0.109034,2.049844,0.676012,0.666667,2.871236,2.305805,0.666667,1,1,1.5,0,2.149909,3.758048,0.626341,0.002405,1,2,1.132042,0,0,1,0,1,,1,1498.56
2020.06.17 11:00:00,240,EURUSD.TDS,1.227273,0.636364,2.545455,1.281818,0.021429,2.2,1.657786,0.666667,1,1,1.421245,0,3.167347,5.981818,0.664646,0.002077,1,3,0.590225,0,1,0,1,0,,1,1420.08
2020.06.19 11:00:00,242,EURUSD.TDS,1.777429,0.230408,1.503135,0.438871,0.569343,1.53605,1.023534,0.666667,1,1,2.989011,0,3.123872,4.191223,0.465691,0.001223,0,2,0.493774,0,1,0,1,0,,0,-1000.09
2020.10.21 16:00:00,252,EURUSD.TDS,1.555556,0.681558,1.571592,0.962199,0.178571,2.87858,1.740675,0.333333,1,1,0.363208,0,0.574933,2.469645,0.823215,0.005357,0,1,1.138074,0,1,1,0,1,,1,363.44
2020.10.22 12:00:00,254,EURUSD.TDS,2.991165,1.484337,2.159036,1.900402,0.119792,2.75502,1.747043,0.333333,1,1,0.271111,0,0.630724,2.215261,0.553815,0.003123,1,2,0.828079,0,1,0,1,0,,1,270.84
2020.11.10 12:00:00,260,EURUSD.TDS,1.721311,1.134791,2.562842,1.785064,0.154229,2.448087,1.837294,0.666667,0,1,0.307902,0,0.652371,4.870674,0.487067,0.011711,1,1,0.761958,0,1,0,1,0,,1,307.36
2020.12.09 16:00:00,262,EURUSD.TDS,1.515815,0.272506,1.56691,0.919708,0.016304,3.040146,1.714818,0.333333,1,1,1.372449,0,2.125282,3.040146,0.608029,0.00168,1,2,0.92719,0,1,1,0,1,,0,-999.6
2020.12.21 12:00:00,266,EURUSD.TDS,2.608033,2.002078,2.215374,2.040859,0.07221,3.049169,2.54242,0.333333,1,1,0.142023,0,0.313401,2.002078,2.002078,0.013178,1,1,1.624716,0,1,0,1,0,,1,142.35
2020.12.24 17:00:00,268,EURUSD.TDS,0.916074,0.019915,1.991465,0.079659,0.43,2.439545,1.8596,0.666667,1,1,2.330435,0,2.518121,3.27596,0.409495,0.001307,1,3,0.596441,0,0,1,0,1,,0,-1157.52
2021.01.21 11:00:00,272,EURUSD.TDS,1.99674,1.300733,2.578647,1.437653,0.238938,2.07661,1.71277,0.0,1,1,0.348837,0,0.606061,1.734311,0.867156,0.002508,1,1,0.819682,0,1,0,1,0,,1,348.6
